name;stars;contributors;commits;sbom_code;URL;path;dependencies;licenses;critical;high;medium;low;quality;format;version
github.com/0xbenc/skyway;8;0;0;2rezg1pc7e7faqk6fyfo.json;https://github.com/0xbenc/skyway/blob/0a669e2d46e009d136606f4a1569de9556d0a496/src/sbom.json;src/sbom.json;40;40;0;0;0;0;7.38;JSON;SPDX
github.com/ARM-software/CMSIS-FreeRTOS;523;0;0;iqtcs9d0799o383lsbzq.spdx;https://github.com/ARM-software/CMSIS-FreeRTOS/blob/e4de86fdd14cf2bb35c0586b21f5929de3d27077/Source/sbom.spdx;Source/sbom.spdx;0;0;0;0;0;0;6.52;SPDX;SPDX
github.com/ARM-software/android-nn-driver;151;0;0;9kqz3zjzl5ijrfa7vyq8.spdx;https://github.com/ARM-software/android-nn-driver/blob/8bb7c0e622d9adfd685c7a3cd7a5a9f009788db3/LICENSE.spdx;LICENSE.spdx;0;0;0;0;0;0;4.13;SPDX;SPDX
github.com/ARM-software/armnn;1168;0;0;pol9mz35klp518jpzguw.spdx;https://github.com/ARM-software/armnn/releases/download/v24.02/ArmNN-linux-x86_64.tar.gz;LICENSES.armnn-linux-x86.spdx;0;0;0;0;0;0;0;SPDX;SPDX
github.com/ARM-software/armnn;1168;0;0;af7viw2957z5ooep5pjn.spdx;https://github.com/ARM-software/armnn/releases/download/v24.02/ArmNN-android-33-arm64-v8.6-a-sve2.tar.gz;LICENSES.armnn-android-33-arm64-v8.6-a-sve2.spdx;0;0;0;0;0;0;0;SPDX;SPDX
github.com/ARM-software/armnn;1168;0;0;7ousv7fehotjmuob82jc.spdx;https://github.com/ARM-software/armnn/blob/a75ae30ac3849a37ec39698dc046460d5ab9a1cd/LICENSE.spdx;LICENSE.spdx;0;0;0;0;0;0;6.3;SPDX;SPDX
github.com/AdrianKoshka/AIS;0;0;0;ysnp1u95d4sum1701i8u.spdx;https://github.com/AdrianKoshka/AIS/blob/06a9d303cad34d8343d9f041556de09b29f123d5/LICENSE.spdx;LICENSE.spdx;0;0;0;0;0;0;0;SPDX;SPDX
github.com/AdrianKoshka/config;7;0;0;tulkfpujovvm7kt5qhw0.spdx;https://github.com/AdrianKoshka/config/blob/46d3de815a03aebc12b5c6efb33a5535034ba510/LICENSE.spdx;LICENSE.spdx;0;0;0;0;0;0;0;SPDX;SPDX
github.com/Airspace-Encounter-Models/em-core;2;0;0;rrhvpsof4nsqng8q6ma4.spdx;https://github.com/Airspace-Encounter-Models/em-core/blob/9ca7f6cc02de257b326dba819e5e4c445f4cfa4f/SPDX.spdx;SPDX.spdx;0;0;0;0;0;0;0;SPDX;SPDX
github.com/Airspace-Encounter-Models/em-model-geospatial;2;0;0;mhrbmvifbw344c13nomb.spdx;https://github.com/Airspace-Encounter-Models/em-model-geospatial/blob/f2a5d5fabee6559be28fd0572e1491564d17be20/SPDX.spdx;SPDX.spdx;0;0;0;0;0;0;0;SPDX;SPDX
github.com/Airspace-Encounter-Models/em-model-manned-bayes;14;0;0;rbnamjymhrziaebgm83c.spdx;https://github.com/Airspace-Encounter-Models/em-model-manned-bayes/blob/55bcfd688e5abe7c0288db6fa5cda91edb308cb2/SPDX.spdx;SPDX.spdx;0;0;0;0;0;0;0;SPDX;SPDX
github.com/Airspace-Encounter-Models/em-pairing-geospatial;5;0;0;crg1rovtbrms09uka1vn.spdx;https://github.com/Airspace-Encounter-Models/em-pairing-geospatial/blob/e5cd6f55654dcd83e7cc1e0fb4c9767d0b049e3e/SPDX.spdx;SPDX.spdx;0;0;0;0;0;0;0;SPDX;SPDX
github.com/Amebis/eduEd25519;0;0;0;sv6eluxcbj1g7fzm603v.spdx;https://github.com/Amebis/eduEd25519/blob/232c137d93e80455750b02fcdeb89d48147ebb4e/LICENSE.spdx;LICENSE.spdx;0;0;0;0;0;0;0;SPDX;SPDX
github.com/Amebis/eduEx;0;0;0;i2akmayoipq2vknbb73s.spdx;https://github.com/Amebis/eduEx/blob/7e31b7537965211704d3a3aad966166d5e474972/LICENSE.spdx;LICENSE.spdx;0;0;0;0;0;0;0;SPDX;SPDX
github.com/Amebis/eduJSON;1;0;0;n59pv2ywwnunstesnws4.spdx;https://github.com/Amebis/eduJSON/blob/6034ac1370ca93c3ec495a29a00604f35d795a1b/LICENSE.spdx;LICENSE.spdx;0;0;0;0;0;0;0;SPDX;SPDX
github.com/Amebis/eduLibsodium;0;0;0;8sbk92fpfmiczc2zpzi0.spdx;https://github.com/Amebis/eduLibsodium/blob/b3e745549cce7d4050bfa238688d615eb28edfde/LICENSE.spdx;LICENSE.spdx;0;0;0;0;0;0;0;SPDX;SPDX
github.com/Amebis/eduOAuth;2;0;0;5rvrx1fcfwmp1n2incfe.spdx;https://github.com/Amebis/eduOAuth/blob/e898aa1233175f76694e05bb1a8ac4e48ddba929/LICENSE.spdx;LICENSE.spdx;0;0;0;0;0;0;0;SPDX;SPDX
github.com/Amebis/eduOpenVPN;6;0;0;hdowv6n6m8rktenvu0sb.spdx;https://github.com/Amebis/eduOpenVPN/blob/5add144da040309791d39f64bdf11f3a019a621f/LICENSE.spdx;LICENSE.spdx;0;0;0;0;0;0;0;SPDX;SPDX
github.com/Amebis/eduVPN;40;0;0;a5duskdg0f7ots3kqlsz.spdx;https://github.com/Amebis/eduVPN/blob/6db4d347eb1766a25f9cc9e68a72e8728fc9fd79/LICENSE.spdx;LICENSE.spdx;0;0;0;0;0;0;0;SPDX;SPDX
github.com/ArneBachmann/sos;6;0;0;i80rg73f89tr8z459hae.spdx;https://github.com/ArneBachmann/sos/blob/f82a1e1f97d69f7eafc3c152ef61c2b11c316bbc/LICENSE.spdx;LICENSE.spdx;0;0;0;0;0;0;0;SPDX;SPDX
github.com/Azure/missionlz-edge;13;0;0;5b9ww0ze3puhir7fjbl6.json;https://github.com/Azure/missionlz-edge/blob/1a77f73c922a5736cc2f9f35194ccff30a0a75be/_manifest/spdx_2.2/manifest.spdx.json;_manifest/spdx_2.2/manifest.spdx.json;2;0;0;0;0;0;0;JSON;SPDX
github.com/BonexGoo/Boss2D;33;0;0;4bomo9uj6r8qje46avrb.json;https://github.com/BonexGoo/Boss2D/blob/f8f11d140fabe534dbdcdacabaa12dba810e3e13/Boss2D/addon/cpython-3.12.2_for_boss/Misc/sbom.spdx.json;Boss2D/addon/cpython-3.12.2_for_boss/Misc/sbom.spdx.json;30;0;0;0;3;0;4.88;JSON;SPDX
github.com/Checkmarx/kics;2038;0;1523;u60aewd41ucl4ork3bvl.json;https://github.com/Checkmarx/kics/blob/d46884d4c2575d97c791c513b8256c714cfe8d67/kics.spdx.json;kics.spdx.json;245;246;1;0;2;0;7.9;JSON;SPDX
github.com/ChuckJonas/vscode-apex-pmd;81;0;0;8hqt00epbyp5e6v2xg7a.xml;https://github.com/ChuckJonas/vscode-apex-pmd/blob/24788c569f25a49fba55497b71f6a041b1baa578/bin/pmd/sbom/pmd-1.0.0-SNAPSHOT-cyclonedx.xml;bin/pmd/sbom/pmd-1.0.0-SNAPSHOT-cyclonedx.xml;54;49;1;0;0;0;8.27;XML;CycloneDX
github.com/ChuckJonas/vscode-apex-pmd;81;0;0;tp1s9tyy15ac282m4chw.json;https://github.com/ChuckJonas/vscode-apex-pmd/blob/24788c569f25a49fba55497b71f6a041b1baa578/bin/pmd/sbom/pmd-1.0.0-SNAPSHOT-cyclonedx.json;bin/pmd/sbom/pmd-1.0.0-SNAPSHOT-cyclonedx.json;54;6;1;0;0;0;8.27;JSON;CycloneDX
github.com/CitizenSensor/CitizenSensor;6;0;0;fx8g1ngphynk1hwfu1ss.spdx;https://github.com/CitizenSensor/CitizenSensor/blob/7586c2e4277133d12a682ce98a7b5b8315194946/OpenSource/opensource.spdx;OpenSource/opensource.spdx;0;0;0;0;0;0;0;SPDX;SPDX
github.com/DataDog/datadog-ci;127;0;0;modhx9pdlo8dsoqudjd1.json;https://github.com/DataDog/datadog-ci/blob/c6730f446fc4d12832445c54c076a4dc1a571ba9/.github/workflows/e2e/sbom-reports/sbom.json;.github/workflows/e2e/sbom-reports/sbom.json;62;0;0;0;2;0;7.38;JSON;CycloneDX
github.com/Dataport/terminfinder-backend;3;0;0;mk3fslmnrgodapvp32bj.xml;https://github.com/Dataport/terminfinder-backend/blob/771f9b3354642f7f5c19ed587f4339e0c3ac449e/src/sbom/sbom-1.0.10.xml;src/sbom/sbom-1.0.10.xml;252;166;1;6;0;0;7.67;XML;CycloneDX
github.com/Dataport/terminfinder-backend;3;0;0;73ibimrjamzi9j6xwjp5.xml;https://github.com/Dataport/terminfinder-backend/blob/771f9b3354642f7f5c19ed587f4339e0c3ac449e/src/sbom/sbom-1.0.9.xml;src/sbom/sbom-1.0.9.xml;207;117;0;6;0;0;7.63;XML;CycloneDX
github.com/Dataport/terminfinder-backend;3;0;0;4mi4331wldao2118ydrc.xml;https://github.com/Dataport/terminfinder-backend/blob/771f9b3354642f7f5c19ed587f4339e0c3ac449e/src/sbom/sbom-1.0.8.xml;src/sbom/sbom-1.0.8.xml;203;109;0;6;0;0;7.62;XML;CycloneDX
github.com/Dataport/terminfinder-frontend;10;0;0;6dkv9tbohqkpae8rovld.json;https://github.com/Dataport/terminfinder-frontend/blob/3ee61b84cf374c544776e0b2543741d347e328f0/src/sbom.json;src/sbom.json;133;0;1;0;2;0;8.26;JSON;CycloneDX
github.com/Dataport/xk6-filewriter;1;0;0;r11lpe1q2dxjic3xifw7.spdx;https://github.com/Dataport/xk6-filewriter/blob/9c8086f2e0c0f14165bd3471904453a3221726ea/SBOM.spdx;SBOM.spdx;0;0;0;0;0;0;0;SPDX;SPDX
github.com/DependencyTrack/dependency-track;2608;0;0;jevgke49xlb6am9dff5d.json;https://github.com/DependencyTrack/dependency-track/blob/b188c7d919d7fc9568dde86d3e5a29a05ad6f66c/src/main/resources/services.bom.json;src/main/resources/services.bom.json;0;0;0;0;0;0;1.96;JSON;CycloneDX
github.com/DependencyTrack/frontend;103;0;0;u01yhpczygy2nf9fqcw5.xml;https://github.com/DependencyTrack/frontend/releases/download/4.11.1/bom.xml;bom.xml;46;42;0;0;0;0;7.79;XML;CycloneDX
github.com/DependencyTrack/frontend;103;0;0;3h126f87sphiukhgo01v.json;https://github.com/DependencyTrack/frontend/releases/download/4.11.1/bom.json;bom.json;46;1;0;0;0;0;7.79;JSON;CycloneDX
github.com/DependencyTrack/hyades;59;0;0;fps9yd7nusiies3fsu0b.json;https://github.com/DependencyTrack/hyades/releases/download/v0.4.0/mirror-service-0.4.0.cdx.json;mirror-service-0.4.0.cdx.json;185;7;0;1;1;0;8.22;JSON;CycloneDX
github.com/DependencyTrack/hyades;59;0;0;en8wod52e9f75mp1w4h7.json;https://github.com/DependencyTrack/hyades/releases/download/v0.4.0/notification-publisher-0.4.0.cdx.json;notification-publisher-0.4.0.cdx.json;257;10;0;1;1;0;8.22;JSON;CycloneDX
github.com/DependencyTrack/hyades;59;0;0;4vl07kyx9l7cfm9dc4dn.json;https://github.com/DependencyTrack/hyades/releases/download/v0.4.0/repository-meta-analyzer-0.4.0.cdx.json;repository-meta-analyzer-0.4.0.cdx.json;244;12;0;1;1;0;8.22;JSON;CycloneDX
github.com/DependencyTrack/hyades;59;0;0;gullqmnpllksqmpc4sho.json;https://github.com/DependencyTrack/hyades/releases/download/v0.4.0/vulnerability-analyzer-0.4.0.cdx.json;vulnerability-analyzer-0.4.0.cdx.json;266;11;0;1;1;0;8.22;JSON;CycloneDX
github.com/DependencyTrack/hyades-apiserver;11;0;0;z0ekd1t8oyqf5odwgz6o.json;https://github.com/DependencyTrack/hyades-apiserver/blob/e188d9929066e7b2400476b92fc8c162896dd2b6/src/main/resources/services.bom.json;src/main/resources/services.bom.json;0;0;0;0;0;0;1.96;JSON;CycloneDX
github.com/DesignSparkRS/DesignSpark.Pmod;8;0;0;f50u33qwawycukez8x8s.spdx;https://github.com/DesignSparkRS/DesignSpark.Pmod/blob/ba88e01eda8f97b52128a8b8376fab650244beda/LICENSE.spdx;LICENSE.spdx;0;0;0;0;0;0;0;SPDX;SPDX
github.com/Duet3D/FreeRTOS;5;0;0;g8zbi3fgkavres8mt8ad.spdx;https://github.com/Duet3D/FreeRTOS/blob/52e4d66cfbe09281afbfe27ae46b3e2429b4dfe8/src/sbom.spdx;src/sbom.spdx;0;0;0;0;0;0;6.09;SPDX;SPDX
github.com/FraunhoferISST/diva;22;0;0;8qn0brzdy1oi1fwvyumb.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/core/bom.json;core/bom.json;16;9;0;0;0;0;5.86;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;mgrs9ar9jj6h5uke8f28.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/web-client/bom.json;web-client/bom.json;75;4;1;3;4;0;8.24;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;xhe08on2n56hgz66re9m.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/core/services/common/bom.json;core/services/common/bom.json;0;0;0;0;0;0;7.39;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;zt1ro9efj2jvfe0w5y7t.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/faas/text-statistican/bom.json;faas/text-statistican/bom.json;141;0;0;4;5;1;8.25;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;hucpi2sydic1xrsy5vao.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/faas/property-forwarder/bom.json;faas/property-forwarder/bom.json;23;0;0;1;5;0;8.22;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;4dcmt6eokhf95z25wooh.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/faas/image-text-extractor/bom.json;faas/image-text-extractor/bom.json;0;0;0;0;0;0;3.26;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;3rbrhhpipxsv19whkqp1.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/faas/text-language-guesser/bom.json;faas/text-language-guesser/bom.json;121;0;0;3;5;0;8.25;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;9i4ev050imm4pixwxl5i.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/core/services/eslint-config/bom.json;core/services/eslint-config/bom.json;0;0;0;0;0;0;6.09;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;u9z8d3e5p0c5pllgqyiy.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/core/services/event-emitter/bom.json;core/services/event-emitter/bom.json;1;0;0;0;0;0;8.04;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;das4kteqocfsafimg887.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/faas/text-keyword-extractor/bom.json;faas/text-keyword-extractor/bom.json;0;0;0;0;0;0;3.26;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;f4yowti615kxjwcq2vsw.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/faas/entity-management-sink/bom.json;faas/entity-management-sink/bom.json;7;0;0;0;3;0;8.15;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;s170zqzhoe6hta93e66u.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/faas/image-object-detection/bom.json;faas/image-object-detection/bom.json;11;0;0;0;0;0;8.19;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;owb3oqzx2fhd9r7eru3b.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/faas/bots/entity-delete-bot/bom.json;faas/bots/entity-delete-bot/bom.json;23;0;0;1;5;0;8.22;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;5hzcc8boqlqq75c17628.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/faas/image-sample-extractor/bom.json;faas/image-sample-extractor/bom.json;73;2;1;2;3;0;8.25;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;sj6hpv7dulgcehsv9lc1.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/faas/text-metadata-extractor/bom.json;faas/text-metadata-extractor/bom.json;5;0;0;0;0;0;8.12;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;j104ijddpue4o3d25nay.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/faas/image-caption-generator/bom.json;faas/image-caption-generator/bom.json;11;0;0;0;0;0;8.19;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;mgmirtxn4eytssn8vdan.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/faas/bots/entity-archive-bot/bom.json;faas/bots/entity-archive-bot/bom.json;23;0;0;1;5;0;8.22;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;srevzl7h4dv42eo78v6j.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/faas/image-metadata-extractor/bom.json;faas/image-metadata-extractor/bom.json;8;0;0;0;0;0;8.12;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;6fgy0gomcrrl2eqll6ja.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/core/services/search-assistant/bom.json;core/services/search-assistant/bom.json;1;0;0;0;0;0;7.83;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;bn99qsxg3o292x24njap.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/faas/github-metadata-extractor/bom.json;faas/github-metadata-extractor/bom.json;23;0;0;1;5;0;8.22;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;zsh41ny4fzj9gu2thze3.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/core/services/history-assistant/bom.json;core/services/history-assistant/bom.json;1;0;0;0;0;0;8.04;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;jgblw40wtfbmbcb1dzzn.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/core/services/entity-management/bom.json;core/services/entity-management/bom.json;1;0;0;0;0;0;7.83;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;m11klum2abgdd5erpa7b.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/faas/table-data-sample-extractor/bom.json;faas/table-data-sample-extractor/bom.json;6;0;0;0;0;0;8.14;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;tj0qizm076q8dlf1j5l0.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/core/services/analytics-assistant/bom.json;core/services/analytics-assistant/bom.json;1;0;0;0;0;0;8.04;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;1vixb578r5r55jr4wvv0.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/core/services/profiling-assistant/bom.json;core/services/profiling-assistant/bom.json;3;0;0;0;3;0;8.04;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;fmob42a7ra5bk0dhfgnn.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/faas/text-personal-data-evaluation/bom.json;faas/text-personal-data-evaluation/bom.json;5;0;0;0;0;0;5.48;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;hd0836for39ppbjs5wl8.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/faas/table-data-metadata-extractor/bom.json;faas/table-data-metadata-extractor/bom.json;5;0;0;0;0;0;8.12;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;xjm8887480oehmke7pc2.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/faas/table-data-column-statistican/bom.json;faas/table-data-column-statistican/bom.json;36;0;0;1;0;0;8.23;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;lfnqllwpo2vngukzxgut.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/faas/text-similarity-hash-generator/bom.json;faas/text-similarity-hash-generator/bom.json;19;1;0;0;0;0;8.17;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;6hqxv99n17uzrn0xwj3d.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/core/services/business-decision-point/bom.json;core/services/business-decision-point/bom.json;1;0;0;0;0;0;7.83;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;pnokkz9eai43va6jbxg9.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/core/services/business-rules-executor/bom.json;core/services/business-rules-executor/bom.json;3;0;0;0;3;0;8.04;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;lejmuila6o49l6jamif1.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/core/services/elasticsearch-connector/bom.json;core/services/elasticsearch-connector/bom.json;4;0;0;0;3;0;8.09;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;8ot8evkmdixvjoh71err.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/faas/keywords-similarity-hash-generator/bom.json;faas/keywords-similarity-hash-generator/bom.json;42;1;0;1;5;0;8.22;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;legwjqf41z3ptyvz9vdf.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/core/services/adapter-services/diva-lake-adapter/bom.json;core/services/adapter-services/diva-lake-adapter/bom.json;1;0;0;0;0;0;7.83;JSON;CycloneDX
github.com/FraunhoferISST/diva;22;0;0;wulr4butz1v4j6fzesgx.json;https://github.com/FraunhoferISST/diva/blob/0c5e4cbed2ca197e77bb41d7ac875fbe4b655b61/core/services/adapter-services/urban-pulse-adapter/bom.json;core/services/adapter-services/urban-pulse-adapter/bom.json;1;0;0;0;0;0;7.83;JSON;CycloneDX
github.com/FreeRTOS/FreeRTOS-Partner-Supported-Demos;10;0;0;uhda74qaflgw70vsapab.spdx;https://github.com/FreeRTOS/FreeRTOS-Partner-Supported-Demos/blob/67fbd0020a5eb3dc917c04787b7d42fb9dd18d54/PIC24_DSPIC_MPLABX/Source/sbom.spdx;PIC24_DSPIC_MPLABX/Source/sbom.spdx;0;0;0;0;0;0;0;SPDX;SPDX
github.com/JuliaLang/julia;45545;100;2722;bsdmcg1uoc844hz14cyc.json;https://github.com/JuliaLang/julia/releases/download/v1.10.3/julia-1.10.3-full.tar.gz;julia-1.10.3/julia.spdx.json;34;42;0;0;0;0;6.51;JSON;SPDX
github.com/JuliaLang/julia;45545;100;2722;e7ffqepe2eezgbe80i2s.json;https://github.com/JuliaLang/julia/blob/95cdf9b238f320862c74129490b0d06fff1a3926/julia.spdx.json;julia.spdx.json;36;45;0;0;0;0;6.5;JSON;SPDX
github.com/KablamoOSS/PyStacks;13;0;0;c68q0aoi0d52e2jy3leb.spdx;https://github.com/KablamoOSS/PyStacks/blob/001feefad093499face7918933fa0bba24a05c8c/pystacks.spdx;pystacks.spdx;1;1;0;0;0;0;5.65;SPDX;SPDX
github.com/LArkema/dctransistor-project;19;0;0;zcoogs491allar2qmwy9.json;https://github.com/LArkema/dctransistor-project/blob/65511370c6c45dae051e29e12a3ea5d4b759c220/bom.json;bom.json;4;0;0;0;0;0;4.93;JSON;CycloneDX
github.com/LDAPAccountManager/lam;429;0;0;bjofrz1jt22a5gipc3dw.json;https://github.com/LDAPAccountManager/lam/blob/1ba2ce157746e429b90f1616613443bb5735938a/lam/sbom.json;lam/sbom.json;80;0;0;0;1;5;7.34;JSON;CycloneDX
github.com/LDAPAccountManager/lam;429;0;0;7nwhg8cxq37xes2cfq7f.json;https://github.com/LDAPAccountManager/lam/blob/1ba2ce157746e429b90f1616613443bb5735938a/lam/sbom-libs.json;lam/sbom-libs.json;11;0;0;0;1;5;7.28;JSON;CycloneDX
github.com/LDAPAccountManager/lam;429;0;0;hl1kpmwonjcc06sqxvqo.json;https://github.com/LDAPAccountManager/lam/blob/1ba2ce157746e429b90f1616613443bb5735938a/lam/sbom-composer.json;lam/sbom-composer.json;67;0;0;0;0;0;7.37;JSON;CycloneDX
github.com/LibreShift/red-moon;653;0;0;2r6lq9dm7unerok9fvt5.spdx;https://github.com/LibreShift/red-moon/blob/e6ee241d4efed116c085a8c6e531e9d3b414d3ab/LICENSE.spdx;LICENSE.spdx;0;0;0;0;0;0;0;SPDX;SPDX
github.com/OpenSCAP/openscap-report;19;0;0;d50o7je2vejfb8jtjaoe.spdx;https://github.com/OpenSCAP/openscap-report/releases/download/v0.2.9/openscap_report-0.2.9.tar.gz;openscap_report-0.2.9/LICENSE.spdx;0;0;0;0;0;0;0;SPDX;SPDX
github.com/OpenSCAP/openscap-report;19;0;0;7gmj9swttks28hkf0pul.spdx;https://github.com/OpenSCAP/openscap-report/blob/be59973d3234f0a2b29a9b438892af7f34a0a40a/LICENSE.spdx;LICENSE.spdx;0;0;0;0;0;0;0;SPDX;SPDX
github.com/ProfessorManhattan/ansible-androidstudio;20;0;0;4e2d043lh02082lgzzu9.json;https://github.com/ProfessorManhattan/ansible-androidstudio/blob/5c9ad5f798ae6b7225b9bcac2c668ba36395aa92/local/cyclonedx-npm-npm.json;local/cyclonedx-npm-npm.json;953;0;2;11;7;1;5.65;JSON;CycloneDX
github.com/ProfessorManhattan/eslint-config;3;0;0;iqizooc5diajusprhqz5.json;https://github.com/ProfessorManhattan/eslint-config/blob/10b2dd336628b0db63e1e27073ebb17347d0834a/local/cyclonedx-npm-npm.json;local/cyclonedx-npm-npm.json;2096;0;4;21;22;1;5.65;JSON;CycloneDX
github.com/ProfessorManhattan/eslint-config-strict-mode;4;0;0;ud48ci6tzbtpeuxommv6.json;https://github.com/ProfessorManhattan/eslint-config-strict-mode/blob/2689e6fbb43643ceee5f6745ed05705e0d14da81/local/cyclonedx-npm-npm.json;local/cyclonedx-npm-npm.json;2096;0;4;21;22;1;5.65;JSON;CycloneDX
github.com/ProfessorManhattan/release-config;2;0;0;2c363bydkn9v4mct7r65.json;https://github.com/ProfessorManhattan/release-config/blob/a821bf35b6113aec28c9a35c1d027ce95dde741a/local/cyclonedx-npm-npm.json;local/cyclonedx-npm-npm.json;2095;0;4;19;22;1;5.65;JSON;CycloneDX
github.com/ProfessorManhattan/semantic-release-config;0;0;0;lxeh5n3oawi4kdfpn7gy.json;https://github.com/ProfessorManhattan/semantic-release-config/blob/dad6dca5781e1d849ca1d0b79c8abc67170d72cc/local/cyclonedx-npm-npm.json;local/cyclonedx-npm-npm.json;2095;0;4;19;22;1;5.65;JSON;CycloneDX
